,vh,vv,vv_by_vh
94,"[0.16671458631753922, 0.2847931832075119, 0.14864429086446762, 0.45338259637355804, 0.1616031602025032, 0.3941356688737869, 0.13006991147994995, 0.3448381572961807, 0.1860479786992073, 0.3179968595504761, 0.11331889405846596, 0.3729558438062668, 0.2094498723745346, 0.12938909605145454, 0.29296594858169556, 0.2651624530553818, 0.1801036223769188, 0.30302049219608307]","[0.039221957325935364, 0.04890979081392288, 0.03563431650400162, 0.08611560985445976, 0.04815949313342571, 0.07146378606557846, 0.045896997675299644, 0.051427505910396576, 0.050110483542084694, 0.047271084040403366, 0.03652571700513363, 0.05494517646729946, 0.07321962341666222, 0.042603012174367905, 0.06344591826200485, 0.07885433733463287, 0.048349836841225624, 0.07197039946913719]","[4.250542239188554, 5.822825623830748, 4.171380440193804, 5.264813163836385, 3.3555826626908676, 5.515180353194692, 2.8339525038246585, 6.705325315542248, 3.7127556061788374, 6.7270904826019855, 3.1024413303793374, 6.787781344705134, 2.8605701941765407, 3.037087976828584, 4.6175696815021245, 3.3626869747204413, 3.7250099306095885, 4.2103488994253295]"
95,"[0.32958655059337616, 0.23603487759828568, 0.4765014350414276, 0.21978528052568436, 0.34158463776111603, 0.22583019733428955, 0.2112518548965454, 0.28528842329978943, 0.3160656541585922, 0.2181284949183464, 0.2958362251520157, 0.2954264432191849, 0.26089975237846375, 0.36354000866413116, 0.2653718963265419, 0.20392370223999023, 0.28107117116451263, 0.18941392749547958]","[0.0619106013327837, 0.04978092014789581, 0.08593005686998367, 0.050234755501151085, 0.09235625714063644, 0.04765462316572666, 0.05774469114840031, 0.04333328828215599, 0.06607216224074364, 0.04680678807199001, 0.06724268570542336, 0.045254625380039215, 0.04803396575152874, 0.046511150896549225, 0.05321922153234482, 0.04229742847383022, 0.04392041824758053, 0.06264840997755527]","[5.323588262723742, 4.741472775052002, 5.545224248628129, 4.375163735407216, 3.698554362602249, 4.738893780545247, 3.658377085326184, 6.583585843801911, 4.783643268809041, 4.660189342256498, 4.399530180100398, 6.528093885172028, 5.431568022679041, 7.816190346971248, 4.9863919216717205, 4.821184398152232, 6.3995558871982325, 3.0234434930326235]"
96,"[0.27367667853832245, 0.1698499098420143, 0.08754485845565796, 0.07856941595673561, 0.03887564688920975, 0.03676636144518852, 0.027438143268227577, 0.02784867025911808, 0.07064671814441681, 0.060977378860116005, 0.06536144763231277, 0.039422059431672096, 0.1948804408311844, 0.3182830214500427, 0.14275537431240082, 0.0960945263504982, 0.17757941782474518, 0.038428839296102524]","[0.02377544343471527, 0.023920610547065735, 0.029373317025601864, 0.025545171461999416, 0.014991722535341978, 0.024248306639492512, 0.018511169590055943, 0.01900052558630705, 0.0412752628326416, 0.018345803953707218, 0.03093261830508709, 0.01872762944549322, 0.07542819529771805, 0.05091239884495735, 0.03231610730290413, 0.007350647356361151, 0.010340313892811537, 0.005368284648284316]","[11.510896917225045, 7.100567500474994, 2.980421257134617, 3.075705170881871, 2.5931407680180194, 1.5162444945870248, 1.4822479549302565, 1.465678943070267, 1.7115994737784554, 3.3237779611066887, 2.1130266758428147, 2.105021329389821, 2.583655091600477, 6.251581710366948, 4.417468136688973, 13.072933810018691, 17.17350359626861, 7.158495089932356]"
97,"[0.32725656032562256, 0.22011540830135345, 0.29227501153945923, 0.23409560322761536, 0.3644168972969055, 0.22817623615264893, 0.2909761667251587, 0.25055330991744995, 0.35083824396133423, 0.21723052859306335, 0.28872931003570557, 0.2001400589942932, 0.23271240293979645, 0.32134661078453064, 0.2063690423965454, 0.18509964644908905, 0.3454952836036682, 0.2646332383155823]","[0.08240611106157303, 0.058838143944740295, 0.10145404189825058, 0.05728279799222946, 0.07843618839979172, 0.05874938890337944, 0.09367618709802628, 0.07384251803159714, 0.09873452037572861, 0.05991358309984207, 0.09796828776597977, 0.05794563516974449, 0.06716351211071014, 0.08291587233543396, 0.06303483247756958, 0.07980377972126007, 0.10191646218299866, 0.0579981692135334]","[3.9712656756863542, 3.74103249259667, 2.880861186709399, 4.0866649575911245, 4.646030164539117, 3.883891226986423, 3.1061913997489063, 3.3930764632137604, 3.5533493516374945, 3.625730883613869, 2.9471711369030276, 3.4539281243187334, 3.4648635192900707, 3.8755741419993925, 3.2738889640101783, 2.3194345818657722, 3.389985054458675, 4.562786065561398]"
98,"[0.12344177067279816, 0.23964013159275055, 0.08460644632577896, 0.11845528334379196, 0.06541324779391289, 0.13549133390188217, 0.1226595975458622, 0.20831730216741562, 0.0917462445795536, 0.11421570926904678, 0.14310817420482635, 0.1702657714486122, 0.054064905270934105, 0.23272882401943207, 0.2957317978143692, 0.24470514059066772, 0.21235130727291107, 0.2532670795917511]","[0.01757103018462658, 0.027557590045034885, 0.039280492812395096, 0.03234952688217163, 0.026473306119441986, 0.031023047864437103, 0.044273583218455315, 0.0415474958717823, 0.02447720617055893, 0.04387437552213669, 0.05065867677330971, 0.04433637671172619, 0.010329906363040209, 0.01214366452768445, 0.013740774244070053, 0.021982461214065552, 0.020910761319100857, 0.025858241133391857]","[7.025300700968636, 8.695975635065631, 2.1539049097439302, 3.661731554073351, 2.470913436303803, 4.367441087476161, 2.7704917612074347, 5.01395566198005, 3.7482318831756856, 2.6032441011364273, 2.8249489193177086, 3.8403176821524054, 5.23382336401181, 19.164628888493244, 21.52220774182319, 11.13183543042452, 10.155120802748561, 9.794443414973667]"
99,"[0.15665103495121002, 0.15671518445014954, 0.13049907982349396, 0.0961909368634224, 0.06034712865948677, 0.06157812848687172, 0.07552298903465271, 0.061199966818094254, 0.052782922983169556, 0.14222842454910278, 0.0907822996377945, 0.23267695307731628, 0.01861955039203167, 0.089455246925354, 0.0790087878704071, 0.14247001707553864, 0.21440212428569794, 0.2587894797325134]","[0.02320951595902443, 0.017414120957255363, 0.03248428553342819, 0.02394135296344757, 0.022538013756275177, 0.016605805605649948, 0.04337310045957565, 0.023639127612113953, 0.035143401473760605, 0.030805889517068863, 0.036749642342329025, 0.08840382844209671, 0.006430956535041332, 0.02174508385360241, 0.009541761130094528, 0.006102486047893763, 0.016828620806336403, 0.012472277507185936]","[6.749431363746311, 8.999316407346775, 4.017298754784153, 4.017773640874924, 2.6775708503898015, 3.7082289139841804, 1.7412402672260243, 2.5889266229406926, 1.5019298294895924, 4.616923152642522, 2.4702906981282235, 2.631978243224121, 2.895300301063534, 4.113814760504332, 8.280315006127635, 23.346225777068565, 12.740326539710853, 20.749175888959428]"
100,"[0.2880368232727051, 0.32561810314655304, 0.23610305786132812, 0.30205923318862915, 0.18489237129688263, 0.30288131535053253, 0.26286832988262177, 0.22612033784389496, 0.2286306917667389, 0.17853029072284698, 0.21254248172044754, 0.3387503921985626, 0.40388642251491547, 0.3428006172180176, 0.356400266289711, 0.2840479612350464, 0.3152032196521759, 0.2802417129278183]","[0.03936689719557762, 0.036133693531155586, 0.03845248185098171, 0.04524426534771919, 0.04954908415675163, 0.05416919104754925, 0.027171521447598934, 0.038969412446022034, 0.028956513851881027, 0.032586706802248955, 0.03470592945814133, 0.04914307780563831, 0.04520568996667862, 0.0282544968649745, 0.031335869804024696, 0.032596858218312263, 0.04631076939404011, 0.06106097437441349]","[7.316726584818638, 9.011481288670229, 6.140125331215787, 6.676188260925232, 3.731499268724403, 5.591394471530245, 9.67440599119821, 5.802508266120321, 7.895656671111566, 5.478623286674853, 6.124097093460474, 6.8931456336195716, 8.934415619197994, 12.132603842008884, 11.373555880805194, 8.71396744228172, 6.806261778340061, 4.589538830635637]"
101,"[0.008846567012369633, 0.014418807812035084, 0.011061405763030052, 0.012874049134552479, 0.014905505813658237, 0.01181000005453825, 0.007261759135872126, 0.01252029836177826, 0.02735689841210842, 0.017725393176078796, 0.014853794127702713, 0.014638882130384445, 0.012607138603925705, 0.01452709548175335, 0.016636542975902557, 0.02711973339319229, 0.008785218931734562, 0.016993924975395203]","[0.006340697407722473, 0.00374787300825119, 0.004581700544804335, 0.005414444953203201, 0.005488945171236992, 0.005612101871520281, 0.004332718439400196, 0.004609174095094204, 0.008779142051935196, 0.004856336861848831, 0.004957171622663736, 0.004584696609526873, 0.003779263934120536, 0.005190917756408453, 0.004072761163115501, 0.004521500784903765, 0.0050341058522462845, 0.004233785439282656]","[1.3952040987786622, 3.847197538521483, 2.414257687699325, 2.377722785220331, 2.7155501373498185, 2.1043809119842294, 1.676028395899507, 2.7163865159930274, 3.1161243604753053, 3.649951327579581, 2.9964252316366298, 3.192988190312365, 3.3358714352030256, 2.7985601320342455, 4.0848314717223095, 5.997949504673039, 1.7451398897014614, 4.013884316791108]"
102,"[0.011124036274850368, 0.015266231261193752, 0.011591562069952488, 0.016606979072093964, 0.01398161705583334, 0.012730526272207499, 0.0074739302508533, 0.01211068406701088, 0.012420477345585823, 0.02417081966996193, 0.013934577815234661, 0.02098984271287918, 0.010401241946965456, 0.016527365893125534, 0.02913385909050703, 0.01614515297114849, 0.00623692711815238, 0.01316993311047554]","[0.005671169841662049, 0.004239662317559123, 0.004562226124107838, 0.00454199593514204, 0.007681329036131501, 0.0048118894919753075, 0.0044243899174034595, 0.00444991304539144, 0.00584002211689949, 0.004915876779705286, 0.00470395153388381, 0.004580292850732803, 0.004038261948153377, 0.006618534913286567, 0.0044150126632303, 0.004281738772988319, 0.0047188024036586285, 0.004761823685839772]","[1.961506459060702, 3.6008130171043655, 2.5407688603377294, 3.656317466865945, 1.8202080642642036, 2.6456397831741447, 1.6892566863183531, 2.7215552177032603, 2.1267860115879054, 4.916888838578864, 2.9623132200364317, 4.582642070478311, 2.5756729208024147, 2.4971335967341055, 6.598816654172601, 3.7707001354219547, 1.3217182209868978, 2.7657330424977618]"
103,"[0.01408684765920043, 0.018706665374338627, 0.01283981604501605, 0.01837921515107155, 0.014603602699935436, 0.013855540193617344, 0.9819459915161133, 0.21130353584885597, 0.015083384700119495, 0.02463755290955305, 0.026307841762900352, 0.02019435353577137, 0.012120371218770742, 0.018863013945519924, 0.022522099316120148, 0.0180757325142622, 0.012208599131554365, 0.014000646770000458]","[0.005882481345906854, 0.004290400771424174, 0.004133141366764903, 0.005008537322282791, 0.007163212168961763, 0.005277011077851057, 0.03260102495551109, 0.03283751755952835, 0.005487576825544238, 0.004694692324846983, 0.009387626312673092, 0.005067450692877173, 0.005000537261366844, 0.006790996296331286, 0.004304062109440565, 0.0053632433991879225, 0.0049613965675234795, 0.004764555254951119]","[2.3947118283685396, 4.360120737189094, 3.106551386860993, 3.669577357306119, 2.0386947022472577, 2.6256416727591367, 30.120095698099167, 6.4348206427541825, 2.748642101903253, 5.247959015153581, 2.802395503044826, 3.9851110074256124, 2.4238137994511746, 2.7776504539857174, 5.232754254805011, 3.370298748141683, 2.4607182605538798, 2.938500242063851]"
104,"[0.1625111624598503, 0.14897476881742477, 0.029197024181485176, 0.05851813964545727, 0.10153790190815926, 0.06877658143639565, 0.08689944818615913, 0.08018080145120621, 0.2507723718881607, 0.2994866818189621, 0.09819825366139412, 0.14213894307613373, 0.032154032960534096, 0.37356989085674286, 0.3627670258283615, 0.41789934039115906, 0.1373109072446823, 0.2730907052755356]","[0.019648040644824505, 0.02370038814842701, 0.016899624839425087, 0.02095629833638668, 0.04690278880298138, 0.020776808261871338, 0.03649234399199486, 0.025302388705313206, 0.03976234421133995, 0.042576927691698074, 0.01785121951252222, 0.01575202401727438, 0.006799599854275584, 0.03660356625914574, 0.03787991218268871, 0.02833892870694399, 0.02462594211101532, 0.029795496724545956]","[8.271112901156249, 6.285752279011186, 1.7276729193047837, 2.792389128372519, 2.164858519067527, 3.3102573104364317, 2.3813062872919817, 3.1689024457350614, 6.306780368765133, 7.034013444736125, 5.500926902641599, 9.023535192700173, 4.728812525683502, 10.20583317515962, 9.57676522793386, 14.74647629459471, 5.57586412839257, 9.165502686537176]"
105,"[0.2534579038619995, 0.23928046226501465, 0.27394741773605347, 0.253513365983963, 0.33242860436439514, 0.176866352558136, 0.31158408522605896, 0.27423998713493347, 0.264312207698822, 0.24625131487846375, 0.26965829730033875, 0.2080971747636795, 0.22981658577919006, 0.21928608417510986, 0.1900731325149536, 0.22856289148330688, 0.3137068748474121, 0.25111326575279236]","[0.07737795263528824, 0.05538756772875786, 0.08256156742572784, 0.06406193226575851, 0.0717388466000557, 0.04615006223320961, 0.064948171377182, 0.08274171501398087, 0.04701922833919525, 0.0717628002166748, 0.06352540850639343, 0.0579218752682209, 0.05452520400285721, 0.06299494206905365, 0.05490804836153984, 0.07008938491344452, 0.08224180340766907, 0.06741951406002045]","[3.275582969436309, 4.320111391004041, 3.318098556964726, 3.957316880987485, 4.63387160679744, 3.83241850605486, 4.797426603692288, 3.3144102353763776, 5.621364217040781, 3.4314619013604877, 4.24488883488564, 3.5927216410041365, 4.214868884619804, 3.481010966479394, 3.4616625100827605, 3.2610200783694427, 3.8144454747955936, 3.7246377292075694]"
106,"[0.03686608374118805, 0.12223953381180763, 0.013177473563700914, 0.010893577244132757, 0.016629698686301708, 0.01894220896065235, 0.015320284757763147, 0.009544423315674067, 0.010869113262742758, 0.022189341485500336, 0.013466116972267628, 0.025293705984950066, 0.010868860874325037, 0.014918844681233168, 0.015478041023015976, 0.015082177706062794, 0.01899544708430767, 0.009800961706787348]","[0.012571689672768116, 0.04155087098479271, 0.004595839651301503, 0.0045496143866330385, 0.005191815085709095, 0.004495600936934352, 0.003910010098479688, 0.004823455587029457, 0.004846877884119749, 0.00410284916870296, 0.0050647391472011805, 0.004969654139131308, 0.004965436877682805, 0.003697339096106589, 0.004324840847402811, 0.004229670390486717, 0.004750944674015045, 0.004067029803991318]","[2.932468482820149, 2.941924703733559, 2.867261384972203, 2.394395726402341, 3.2030606660234, 4.2134987572027365, 3.9182212761343163, 1.9787521919636943, 2.2424978558577235, 5.40827619371518, 2.6587977348663894, 5.089631044097445, 2.1889032409565443, 4.035022023525829, 3.5788695050618977, 3.565804498616559, 3.998246325241782, 2.4098573600736444]"
107,"[0.2590302377939224, 0.361579492688179, 0.16753168404102325, 0.3208536058664322, 0.2590608447790146, 0.6838267743587494, 0.13943330943584442, 0.5331184566020966, 0.1856227070093155, 0.5291069149971008, 0.1843145415186882, 0.7462262809276581, 0.435640886425972, 0.20546409487724304, 0.23730307072401047, 0.31462396681308746, 0.18520132452249527, 0.5305260717868805]","[0.0422239825129509, 0.0655505582690239, 0.02548099309206009, 0.061728544533252716, 0.037505362182855606, 0.046830445528030396, 0.0447776410728693, 0.054416920989751816, 0.03762529604136944, 0.056933775544166565, 0.04662315361201763, 0.07026901468634605, 0.06508645787835121, 0.03608059138059616, 0.07901743426918983, 0.06148564629256725, 0.047792933881282806, 0.06893116235733032]","[6.134670923437242, 5.516039866574935, 6.574770592172341, 5.197815828843829, 6.907301508407672, 14.602183828241488, 3.1139047545835736, 9.796924318862091, 4.933455056545501, 9.293374801512055, 3.9532834490882465, 10.619563747386044, 6.69326463025841, 5.694587782941382, 3.0031735770562564, 5.117031141154664, 3.8750775372471087, 7.696462001274565]"
108,"[0.014130434952676296, 0.015540136955678463, 0.013137542176991701, 0.01568820932880044, 0.016980908811092377, 0.0148427770473063, 0.23188921809196472, 0.014595439191907644, 0.01300167664885521, 0.019494356587529182, 0.018800816498696804, 0.018550653010606766, 0.010512190405279398, 0.017464926466345787, 0.02383098006248474, 0.01818055287003517, 0.010076422244310379, 0.011921253055334091]","[0.004711420740932226, 0.004026897484436631, 0.00582127133384347, 0.0035801882622763515, 0.0056321704760193825, 0.00563393346965313, 0.019923175685107708, 0.005264905514195561, 0.0041840774938464165, 0.004578873747959733, 0.0055917499121278524, 0.004817279055714607, 0.004580076318234205, 0.005731363780796528, 0.0054019426461309195, 0.004724016645923257, 0.005550126079469919, 0.004183080280199647]","[2.999187661147065, 3.8590843237849524, 2.2568166683131903, 4.381950942106486, 3.0149848772144905, 2.6345318288290223, 11.63916946560375, 2.7722129395398505, 3.10741774452719, 4.257456671788676, 3.362242016210351, 3.8508570493960965, 2.295199833991467, 3.047254917732436, 4.411557401401404, 3.848537004145544, 1.8155303321096368, 2.8498743167236373]"
